Input_Type,Extracted_Text,Language,Audio_File_Name,Text_Length
Typed_Text,Optical Character Recognition extracts text from images.,English,output_410.mp3,93
PDF_Text,Artificial Intelligence is transforming the world.,English,output_411.mp3,20
PDF_Text,Text to Speech systems improve accessibility.,English,output_412.mp3,61
PDF_Text,Machine learning models require clean data.,English,output_413.mp3,57
Image_Text,Financial markets react to global events.,English,output_414.mp3,105
Typed_Text,Education technology enhances remote learning.,English,output_415.mp3,73
Image_Text,Education technology enhances remote learning.,English,output_416.mp3,127
PDF_Text,Optical Character Recognition extracts text from images.,English,output_417.mp3,92
Image_Text,Deep learning enables computer vision breakthroughs.,English,output_418.mp3,48
Typed_Text,Education technology enhances remote learning.,English,output_419.mp3,70
PDF_Text,Optical Character Recognition extracts text from images.,English,output_420.mp3,48
Typed_Text,Machine learning models require clean data.,English,output_421.mp3,66
Typed_Text,Financial markets react to global events.,English,output_422.mp3,89
Image_Text,Text to Speech systems improve accessibility.,English,output_423.mp3,69
Image_Text,Healthcare systems rely on predictive analytics.,English,output_424.mp3,93
Image_Text,Healthcare systems rely on predictive analytics.,English,output_425.mp3,62
PDF_Text,Optical Character Recognition extracts text from images.,English,output_426.mp3,53
PDF_Text,Artificial Intelligence is transforming the world.,English,output_427.mp3,26
PDF_Text,Optical Character Recognition extracts text from images.,English,output_428.mp3,119
Image_Text,Artificial Intelligence is transforming the world.,English,output_429.mp3,49
PDF_Text,Financial markets react to global events.,English,output_430.mp3,43
Image_Text,Text to Speech systems improve accessibility.,English,output_431.mp3,40
PDF_Text,Text to Speech systems improve accessibility.,English,output_432.mp3,119
Typed_Text,Text to Speech systems improve accessibility.,English,output_433.mp3,112
Typed_Text,Artificial Intelligence is transforming the world.,English,output_434.mp3,23
PDF_Text,Optical Character Recognition extracts text from images.,English,output_435.mp3,48
Typed_Text,Deep learning enables computer vision breakthroughs.,English,output_436.mp3,138
Typed_Text,Education technology enhances remote learning.,English,output_437.mp3,127
Typed_Text,Artificial Intelligence is transforming the world.,English,output_438.mp3,59
Image_Text,Artificial Intelligence is transforming the world.,English,output_439.mp3,26
Image_Text,Education technology enhances remote learning.,English,output_440.mp3,117
Image_Text,Artificial Intelligence is transforming the world.,English,output_441.mp3,73
PDF_Text,Healthcare systems rely on predictive analytics.,English,output_442.mp3,83
Typed_Text,Optical Character Recognition extracts text from images.,English,output_443.mp3,123
Typed_Text,Education technology enhances remote learning.,English,output_444.mp3,95
PDF_Text,Education technology enhances remote learning.,English,output_445.mp3,134
PDF_Text,Text to Speech systems improve accessibility.,English,output_446.mp3,40
PDF_Text,Education technology enhances remote learning.,English,output_447.mp3,44
Typed_Text,Optical Character Recognition extracts text from images.,English,output_448.mp3,35
Typed_Text,Healthcare systems rely on predictive analytics.,English,output_449.mp3,50
PDF_Text,Healthcare systems rely on predictive analytics.,English,output_450.mp3,107
Image_Text,Optical Character Recognition extracts text from images.,English,output_451.mp3,101
Typed_Text,Healthcare systems rely on predictive analytics.,English,output_452.mp3,29
Typed_Text,Machine learning models require clean data.,English,output_453.mp3,55
Image_Text,Optical Character Recognition extracts text from images.,English,output_454.mp3,105
Typed_Text,Financial markets react to global events.,English,output_455.mp3,89
PDF_Text,Artificial Intelligence is transforming the world.,English,output_456.mp3,34
Typed_Text,Machine learning models require clean data.,English,output_457.mp3,116
Typed_Text,Education technology enhances remote learning.,English,output_458.mp3,137
PDF_Text,Text to Speech systems improve accessibility.,English,output_459.mp3,135
Image_Text,Optical Character Recognition extracts text from images.,English,output_460.mp3,120
PDF_Text,Machine learning models require clean data.,English,output_461.mp3,24
PDF_Text,Education technology enhances remote learning.,English,output_462.mp3,102
PDF_Text,Education technology enhances remote learning.,English,output_463.mp3,119
Typed_Text,Education technology enhances remote learning.,English,output_464.mp3,141
Typed_Text,Artificial Intelligence is transforming the world.,English,output_465.mp3,63
Typed_Text,Healthcare systems rely on predictive analytics.,English,output_466.mp3,119
PDF_Text,Healthcare systems rely on predictive analytics.,English,output_467.mp3,98
Image_Text,Text to Speech systems improve accessibility.,English,output_468.mp3,39
Image_Text,Financial markets react to global events.,English,output_469.mp3,63
Image_Text,Education technology enhances remote learning.,English,output_470.mp3,60
Typed_Text,Text to Speech systems improve accessibility.,English,output_471.mp3,30
PDF_Text,Machine learning models require clean data.,English,output_472.mp3,108
PDF_Text,Optical Character Recognition extracts text from images.,English,output_473.mp3,62
Image_Text,Artificial Intelligence is transforming the world.,English,output_474.mp3,99
Typed_Text,Healthcare systems rely on predictive analytics.,English,output_475.mp3,81
PDF_Text,Financial markets react to global events.,English,output_476.mp3,52
PDF_Text,Optical Character Recognition extracts text from images.,English,output_477.mp3,78
Image_Text,Financial markets react to global events.,English,output_478.mp3,92
Typed_Text,Healthcare systems rely on predictive analytics.,English,output_479.mp3,136
Typed_Text,Deep learning enables computer vision breakthroughs.,English,output_480.mp3,69
Image_Text,Healthcare systems rely on predictive analytics.,English,output_481.mp3,123
Image_Text,Text to Speech systems improve accessibility.,English,output_482.mp3,87
Image_Text,Financial markets react to global events.,English,output_483.mp3,61
Image_Text,Deep learning enables computer vision breakthroughs.,English,output_484.mp3,138
Typed_Text,Education technology enhances remote learning.,English,output_485.mp3,142
Image_Text,Financial markets react to global events.,English,output_486.mp3,104
Typed_Text,Healthcare systems rely on predictive analytics.,English,output_487.mp3,22
Image_Text,Financial markets react to global events.,English,output_488.mp3,79
Image_Text,Healthcare systems rely on predictive analytics.,English,output_489.mp3,105
Typed_Text,Deep learning enables computer vision breakthroughs.,English,output_490.mp3,55
Image_Text,Text to Speech systems improve accessibility.,English,output_491.mp3,48
PDF_Text,Optical Character Recognition extracts text from images.,English,output_492.mp3,80
PDF_Text,Machine learning models require clean data.,English,output_493.mp3,144
Image_Text,Deep learning enables computer vision breakthroughs.,English,output_494.mp3,86
Typed_Text,Machine learning models require clean data.,English,output_495.mp3,62
Typed_Text,Optical Character Recognition extracts text from images.,English,output_496.mp3,29
Typed_Text,Healthcare systems rely on predictive analytics.,English,output_497.mp3,66
PDF_Text,Financial markets react to global events.,English,output_498.mp3,140
Typed_Text,Healthcare systems rely on predictive analytics.,English,output_499.mp3,147
